reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment,review_length,has_reply,clean_review,sentiment_label,is_valid
ae7cffd7-e8cf-465b-9d23-9bfe154aa2a8,Hery Channel MG Studio,https://play-lh.googleusercontent.com/a-/ALV-UjX2IijsoSxoUOBTQgQu0qP6kzLsQo-PZ_JDzCjZ-xDO8YSBjNVf,"system match mode rank sangat buruk, drop rate sacret chache juga ampas dan buruk sekali... lihat saja begitu delta force rilis game ini akan sangat sepi!!!",1,285,1.6.50,2025-03-31 12:19:14,,,1.6.50,negative,156,False,system match mode rank sangat buruk drop rate sacret chache ampas buruk sekali lihat begitu delta force rilis game akan sangat sepi,negatif,True
181b5617-956d-4b56-8f22-895e8fb86111,Rahmat Hardiyan,https://play-lh.googleusercontent.com/a-/ALV-UjXlpg-RkE6uLsdXuurKnfBNb2qu5oSwSQwW_2GSzHmQyWb6XA,Grafiknya keren setara dengan free fire,5,0,,2025-03-31 11:55:12,,,,positive,39,False,grafik keren tara free fire,positif,True
43c8a614-bcb0-49d4-940b-57240d23ad8d,Yazeedetta,https://play-lh.googleusercontent.com/a-/ALV-UjUUBbnrSiQEwDCYEmd-K9wSi46d9kVo30WvGFyTr8SFHaBJAnw,jelek,5,0,,2025-03-31 11:45:00,,,,positive,5,False,jelek,negatif,False
8eb8be3e-64b1-43bc-849f-c1d512c64250,Khalid Taqi Alkhalifi,https://play-lh.googleusercontent.com/a/ACg8ocJe5x22cQIOSSKbF0KbP4aqeHAC2cA5QwrSXkzmec9mjNqGew=mo,kok bagus bang call of duty seru bang,5,0,1.6.50,2025-03-31 10:07:36,,,1.6.50,positive,37,False,kok bagus bang call of duty seru bang,positif,True
8e70d483-33ba-436f-9ed0-2ff5a18da9e9,Reza Dwi Arya,https://play-lh.googleusercontent.com/a-/ALV-UjWkBcLdvfXfsZwRAilhYDMHZzPQ8maMPEqEErBrB_oeA0F78lL3,Gua download sudah 99% kok ulang jadi 1%,4,0,1.6.48,2025-03-31 09:59:29,,,1.6.48,positive,40,False,gua download kok ulang jadi,netral,False
f25707ef-89be-4ed8-849d-71df927bb2b1,PLINGGAR ERLANGGA,https://play-lh.googleusercontent.com/a/ACg8ocL3UGi6ncPbIbst2KASy9C3LolBdZX-7CATHHIyczumnpVamdM=mo,"woi,kasih kode jangan yang kena sensor lah gw buat misi bagi kode jadi susah njng",3,0,1.6.50,2025-03-31 09:28:15,,,1.6.50,neutral,81,False,woikasih kode jangan kena sensor lah gw buat misi kode jadi susah njng,netral,True
b204daf5-8364-4603-98d0-895533fcca6f,Galang wija,https://play-lh.googleusercontent.com/a-/ALV-UjWDpllSSsHhVokzGhQwR3FFqKjfTelZX6MVKk3SukmLjnvuitk,tolong kecilkan size download data nya penyimpanan gua cepat penuh banget,2,0,,2025-03-31 08:37:38,,,,negative,73,False,kecil size download data nya simpan gua cepat penuh banget,positif,False
8fb44257-28a2-45ac-a8c7-8ce2599a91fc,Akeyla Kabbani,https://play-lh.googleusercontent.com/a-/ALV-UjVYUN_biiFUoBsqMrsaVU2IUKOk2kx1FQ41Cb4IRlvn3MqwBI8B,lgi koleksi bug kah?,1,0,1.6.50,2025-03-31 08:30:44,,,1.6.50,negative,20,False,lgi koleksi bug,negatif,True
37be925b-71d4-42a5-9cab-f57d93acacab,Ajrul Munawar,https://play-lh.googleusercontent.com/a-/ALV-UjV5w3Oka3iVuRaIFLAEICm6FbO5PxDnPGrkWDK1OwaMJEBP-qPl,games yang dulunya dikenal sangar sekarang harus menghadapi event anime imut🗿,5,0,1.6.50,2025-03-31 08:13:56,,,1.6.50,positive,77,False,games dulunya kenal sangar sekarang hadap event anime imut,netral,False
67ad12a2-5d8c-445d-adf9-13c118dd34a8,YV ART,https://play-lh.googleusercontent.com/a-/ALV-UjVxX0Q-1XJqU2dpGkg0wyMRjuFSjKldfkTFf88vk0QAsc3lytFE,"Fix Graphic Bug on DIMENSITY 8300, shadows always disapear when move (no shadow effect)",1,0,1.6.50,2025-03-31 08:04:53,,,1.6.50,negative,87,False,fix graphic bug on dimensity shadows always disapear when move no shadow effect,negatif,True
266ea0da-1cb6-4ba5-9f95-915cef4a7830,XENOS YT,https://play-lh.googleusercontent.com/a-/ALV-UjVGeRJF7V97BlK4eKcOIaX1qFFvvbvjs2PvhkcXlGvWyWpNMAo3,"Pembagian tim ga becus jadi susah player solo naik rank kalo dikasih team ampas atau naik ranknya modal joki/digendong team, mana pas awal balik lagi ke ini game banyak banget player yang ranknya dah gede pakek akun smurf buat ngeganggu player baru (ini game sekarang sangat tidak disarankan buat yang baru mau main) malah makin sampah ini game",1,3,1.6.50,2025-03-31 06:51:32,,,1.6.50,negative,344,False,bagi tim ga becus jadi susah player solo naik rank kalo kasih team ampas naik ranknya modal jokidigendong team mana pas awal balik ke game banyak banget player ranknya dah gede pakek akun smurf buat ngeganggu player baru game sekarang sangat saran buat baru mau main malah makin sampah game,netral,False
fc0fc696-a0e6-4f61-af36-874c66f83ba5,Apau1945 Lh,https://play-lh.googleusercontent.com/a/ACg8ocLE6hM4GAFaBC2ew8CbEX4F3g4tLe4izgMijAV7HNfHQg3ROQ=mo,mangkin berat bro .😭😭😭 hp gue gak mampu lagi buat upld ya,2,0,,2025-03-31 02:55:44,,,,negative,57,False,mangkin berat bro hp gue gak mampu buat upld,netral,False
6c2f9eb4-3ce9-45b4-be12-beea77f90e08,Andi Muhammad Fargaf Ansir,https://play-lh.googleusercontent.com/a-/ALV-UjUqDLIjNRNcH2ouX5xEnGhmxudCTmNCkt2lZwmrAGHWQmw_zjMr,sediakan frame rate setting ultra untuk chipset Snapdragon 870 (sudah disediakan aku kasih bintang 5 cik anjay),5,0,1.6.40,2025-03-31 01:57:40,,,1.6.40,positive,111,False,sedia frame rate setting ultra chipset snapdragon sedia aku kasih bintang cik anjay,netral,False
40832f11-3e09-410c-b85d-356241c608e2,Ahmad Maulana,https://play-lh.googleusercontent.com/a/ACg8ocI4aTDQYgylydgIMnb_kbgudKFcDARzikxEhsSxs4sXEzROGQ=mo,SEMAKIN MAHAL AKU HARUS HAPUS SEMUA APLIKASI YG DIBUTUHKAN DEMI MENG AFDATE COD,2,0,,2025-03-31 00:29:35,,,,negative,79,False,makin mahal aku hapus semua aplikasi yg butuh meng afdate cod,negatif,True
960d7b12-c432-4e3a-b8ad-de8822913309,Rasyig Naufal,https://play-lh.googleusercontent.com/a-/ALV-UjV1-V2nTlnjng7YTeUc44xMSkVnFPY0nhFBAGx1zIBIoJfsmI8,"bug, stack di loading screen",1,0,1.6.50,2025-03-30 23:29:09,,,1.6.50,negative,28,False,bug stack loading screen,negatif,True
d4594873-1974-4b20-b095-53bb827f312d,Oza Safana,https://play-lh.googleusercontent.com/a-/ALV-UjUFKiziN7x3JIfRDP6YlTei4nytKS4BRa4dZbzzeJKXDpF1ak8F,"Game nya bagus,dengan juga saya mau update berikutnya itu untuk developer bikin pistol yang seperti di ""call of duty: advance warfare"" dan kalo gak salah nama pistol nya itu""Atlas 45""tolong ya😄🙏",5,0,1.6.50,2025-03-30 23:05:09,,,1.6.50,positive,194,False,game nya bagusdengan saya mau update ikut untuk developer bikin pistol seperti call of duty advance warfare kalo gak salah nama pistol nya ituatlas ya,netral,False
7833a6c0-fd55-4bbf-82d9-eb3e61bbf959,Muhammad Rizki Aulia,https://play-lh.googleusercontent.com/a/ACg8ocKxdbcxb-pVOS47NY3RgbE5az3uE6E0Rdmpejbt4TL0euF0iw=mo,mengapa kualitas grafiknya menurun,3,0,1.6.50,2025-03-30 21:59:24,,,1.6.50,neutral,34,False,kualitas grafik turun,netral,True
7d266c08-f80a-4d62-8b85-9c8053fedc83,Andhika Ramadhan,https://play-lh.googleusercontent.com/a/ACg8ocL1WeU3OjdJ7cXrxm1UKS2fgwM_hsxA4ADfs2pGnSpy4nJVAJM=mo,tolong dong hilangin cheater nyaa keliatan banget soalnya dari season season sebelumnya belum ada tindak lanjut nyaaaa,1,0,1.6.50,2025-03-30 21:42:42,,,1.6.50,negative,118,False,dong hilangin cheater nyaa liat banget soal season season belum ada tindak lanjut nyaaaa,netral,False
25b677a3-3d4b-4872-9824-bb3ac793a937,Vina Oktaviani,https://play-lh.googleusercontent.com/a-/ALV-UjXoOPupxfmD_hNXlugYYLiEi1OdJnKqmWKigDpuESKYPJHogjPS,"game nya seru si cuma sayang 2,1 gb jadi kemungkinan ada yang bisa mainin dan ada yang gabisa karna kegedean",5,0,,2025-03-30 21:17:09,,,,positive,108,False,game nya seru si cuma sayang gb jadi mungkin mainin ada yang gabisa karna gede,netral,False
4263566e-3145-4e90-ae50-5e7e89d9f56c,abdul roup,https://play-lh.googleusercontent.com/a/ACg8ocK_YMhx7Fy5Y9T0e-2rFNsn5xbpEJrVopolFCcjhlhyz8HdjA=mo,Bagus,5,0,1.6.8,2025-03-30 21:13:44,,,1.6.8,positive,5,False,bagus,positif,True
502651ea-c854-4439-9278-c6543e849f12,eri yansyah,https://play-lh.googleusercontent.com/a-/ALV-UjUC3yaWjoOUkxo6xZXjBRGhKTv_cBAk1LuhCHctSBwYRsZTZOkf,"makin seru codm mantap,minusnya klo update harus semua dowload ulang",5,0,1.6.50,2025-03-30 20:45:27,,,1.6.50,positive,68,False,makin seru codm mantapminusnya klo update semua dowload ulang,netral,False
175a2539-3063-43ec-bf3c-d51e632b6493,Bank Jone,https://play-lh.googleusercontent.com/a/ACg8ocJscv6GungOPVG6FUbIZZtE3316N0hs8rzitQn0aIw0R3TXYA=mo,klo kata sya ini mah terlalu bayak makan kuota.bayakan download nya.tolong d per baiki.padahal sya mainyanya dh tahunan game ini.d perbaiki lagi min.,5,1,1.6.34,2025-03-30 20:22:40,,,1.6.34,positive,149,False,klo kata sya mah terlalu bayak makan kuotabayakan download nyatolong d per baikipadahal sya mainyanya dh tahun game inid baik min,netral,False
89ebfb4d-e85f-494a-a4dd-da239929d0a1,Lichos Gold jr,https://play-lh.googleusercontent.com/a/ACg8ocLI5Blk9rwAbCPSMlZ6CBNENe-bc0CBWd4jECIHKzORrDHXMw=mo,"Ngotak dikit dong Garena kalo mode rank ngasih lawan full skin, skill nya sudah kyak pro player, sedangkan dapat tim kayak ah sudahlah, ishhhh geramnya aku 😡😡😡 map hijacked perbaiki min banyak bug nya hadeh lhhhhhhhhh .....!!!!!!!!!!! 😡😡😡😡😡😡😡😡😡😡😡😡😡",1,0,,2025-03-30 20:19:45,,,,negative,248,False,ngotak dikit dong garena kalo mode rank ngasih lawan full skin skill nya kyak pro player dapat tim kayak ah sudah ishhhh geram aku map hijacked baik min banyak bug nya hadeh lhhhhhhhhh,negatif,True
a8f56e32-2d90-4f5a-9e6f-3f275a29bae0,Nur Ghufron,https://play-lh.googleusercontent.com/a/ACg8ocIMLVUmVmMRhCfpOKW4bSnqwXWGRcaqDJu3zWqlvVdmiMkvXw=mo,game baguss bett cuyy,5,0,1.6.50,2025-03-30 19:28:34,,,1.6.50,positive,21,False,game baguss bett cuyy,netral,False
5b056fe1-4f32-4124-8b1c-4cdb03f24ab3,yuriansyah yuri,https://play-lh.googleusercontent.com/a-/ALV-UjWtvY0wsuLz6fRD-K43xlfshI2_MzR6fQsO1ggBedD9KJMroJKF,"setelah update banyak bug, mending uninstal.",2,0,1.6.50,2025-03-30 19:20:14,,,1.6.50,negative,44,False,update banyak bug mending uninstal,negatif,True
e3b12452-726f-4307-a82c-90c9f6f403c5,Ahzan Anugrah,https://play-lh.googleusercontent.com/a-/ALV-UjU88fx0z5InlldJ0XweKO3snFafH133wa5FdVdCvyhsXCfnui1t,huh?,5,0,,2025-03-30 16:42:15,,,,positive,4,False,huh,netral,False
7bac7b34-f901-4e02-a50e-2b502495f03c,ragil prayoga,https://play-lh.googleusercontent.com/a-/ALV-UjUEYiuDp5Fk8-2hxW2mpaOGDcCkNIqAls1Z1BAKUYj0Fd3_trw,"internet bug, even though my internet is fast and I'm using wifi and the ping is green but it still lags. please fix it as soon as possible because it's very annoying",3,0,1.6.50,2025-03-30 16:26:39,,,1.6.50,neutral,166,False,internet bug even though my internet is fast and im using wifi and the ping is green but it still lags please fix it as soon as possible because its very annoying,negatif,False
80fd650c-d445-41f8-903f-89bb0da86958,avina kefin,https://play-lh.googleusercontent.com/a/ACg8ocKDp_lg1iHajfZWzEoqsvFbenPjjuzDBijWF-tg1n10Tsj7Tg=mo,"""Absolute Cinema""",5,0,,2025-03-30 16:19:13,,,,positive,17,False,absolute cema,netral,False
4fcba0cb-6876-4335-99d5-5feb757b1671,FAJAR RIADI,https://play-lh.googleusercontent.com/a/ACg8ocIHlgQ7bO8rOfB2I4tzkh1gZFBNtsHjrCghbsiegXRp5WrKEg=mo,game busuk,1,0,,2025-03-30 16:18:16,,,,negative,10,False,game busuk,netral,False
a82aef81-2d44-4a63-b94d-9a22bbedf4a4,Wira Tama,https://play-lh.googleusercontent.com/a/ACg8ocIUT09bQnMRo2hRImuARmM7J7xWZ8fPvvNAj_tJHEDKcnkPjg=mo,saya puas dengan CODM,5,0,,2025-03-30 16:04:02,,,,positive,21,False,puas codm,positif,True
14be4d2f-2788-4721-9dd8-90b107998ca0,Khiar Ramadha,https://play-lh.googleusercontent.com/a-/ALV-UjVf1-VUDyyQh-vZnQfnERLaMVYDObK_muUkKxGv_DozpwxC3JWF,bikin mythic marksman,5,0,1.6.50,2025-03-30 15:23:48,,,1.6.50,positive,21,False,bikin mythic marksman,netral,False
92daa89b-c990-4dfe-85d0-576220292cfb,Aca Junot,https://play-lh.googleusercontent.com/a/ACg8ocICIXNjiYxOvVxDcmgt9iVywS67r0xyTkh010NGGoBH194h2g=mo,setelah update terbaru akun saya saat mau log in tak bisa,1,0,1.6.50,2025-03-30 15:21:29,,,1.6.50,negative,57,False,update baru akun saat mau log in tak,netral,False
d61eb642-deb1-4638-8b8b-affdd0e561cd,Louthor Joseph Short,https://play-lh.googleusercontent.com/a-/ALV-UjXeztQIkJCVsntULJL2iBKXZSRN7c6XsLEe_MtqVVa2MJO3NTKE,Aku Recommended Game ini Call Of Duty Mobile lebih seru dari Free Fire!,5,0,,2025-03-30 13:45:36,,,,positive,71,False,aku recommended game call of duty mobile lebih seru free fire,netral,False
0b8d3f93-2213-4223-b26a-1aec5eca94e4,Ryoichi Alvarez,https://play-lh.googleusercontent.com/a/ACg8ocJ4rF2z2GYXh6ahqFVg_72_cBDWfPl5Wj2ooefBpT2rr_JonA=mo,"APALAH TIAP KETEMU MUSUH PING NYA MALAH 200 MS😠 PADAHAL KALAU ENGGAK ADA MUSUH MALAH LANCAR GAME ANEH😖,SAMA PAS UDAH TURUN DARI PESAWAT KADANG SUKA LEMOT PADAHAL JARINGANNYA GAK ADA MASALAH.CUMA YANG BIKIN KESEL☠️ HANYA DI JARINGAN PADAHAL AKU COBA DI GAME LAIN LANCAR CONTOH ROBLOX,ML,PUBG,ARENA BREAKOUT😋,MODERN WARSHIP,TOP ELEVEN,HABIS ITU AKU COBA NONTON YOUTUBE,TIKTOK, INSTAGRAM, FACEBOOK,KECUALI TWITTER LANCAR JAYA SARAN AKU TOLONG DI TINGKATIN LAGI UPDATENYA BUKAN CUMA SOAL SKIN!!!✋😲🤚",5,0,1.6.50,2025-03-30 13:39:47,,,1.6.50,positive,494,False,apa tiap ketemu musuh ping nya malah ms padahal kalau enggak musuh malah lancar game aneh sama pas udah turun pesawat kadang suka lot padahal jaring gak masalahcuma bikin kesel jaring padahal aku coba di game lancar contoh robloxmlpubgarena breakout modern warshiptop elevenhabis aku coba nonton youtubetiktok instagram facebookkecuali twitter lancar jaya saran aku di tingkatin updatenya bukan cuma soal skin,negatif,False
4ac0f351-81ef-43ce-8207-98516ae2bd50,Sugeng Priyanto,https://play-lh.googleusercontent.com/a/ACg8ocJqVMkpptqTFlP_gEiO0bMwof7JMbB9SShqk5jF7LZtyQCN0w=mo,emang game aneh kalah scorenya nggak beda jauh malah exp nya ngurang banyak banget jadi gagal masuk grandmaster dan stuck di master v,2,0,1.6.50,2025-03-30 13:24:37,,,1.6.50,negative,133,False,emang game aneh kalah scorenya beda jauh malah exp nya ngurang banyak banget jadi gagal masuk grandmaster stuck master v,negatif,True
7e1f6497-a14f-43ca-b086-20bc4946b0a8,Mira,https://play-lh.googleusercontent.com/a-/ALV-UjURzLT1UhAhpNNQDe0iLz2qirCxtqh8YowlxFmb7bLl-QPr5_8,"benerin bugnya tiap main selalu login ulang msukin email sama pw, bikin males main, kalo harus login ulang tapi ada login google gitu gak masalah, jadi gak perlu masukin usn sama pw, tapi disini gak ada login google cuma ada login garena sama fb, akun gua dulu ilang gara gara lupa pw nya akun garena, tambahin login google aja. next update, sama kalo update jangan download skin sama senjata kita dari awal sizenya makin bengkak.",3,0,,2025-03-30 12:58:46,,,,neutral,430,False,benerin bugnya tiap main selalu login ulang msukin email sama pw bikin males main kalo login ulang login google gitu gak masalah jadi gak perlu masukin usn sama pw sini gak login google cuma ada login garena sama fb akun gua dulu ilang gara gara lupa pw nya akun garena tambahin login google aja next update sama kalo update jangan download skin sama senjata dari awal sizenya makin bengkak,netral,True
f6b406de-f9e5-4c41-9845-c6bc838e228d,Jarang On,https://play-lh.googleusercontent.com/a-/ALV-UjVEN0LMv_VNA07lKN1VvSCScavFcCuO-mVPUeEXoZvSvsTd0tPO,MAKIN BANYAK CHEATER AUTO AIM & WALL HACK.,1,0,1.6.50,2025-03-30 11:42:56,,,1.6.50,negative,42,False,makin banyak cheater auto aim wall hack,netral,False
9978b0fa-0166-4b8b-88d0-84295f35118a,Andreyulianto,https://play-lh.googleusercontent.com/a/ACg8ocIErK876fw-PMtiBU56pU2nX6RZXgGA4J6QIv8KWoItSnKGUg=mo,"apa apaan cod, kok bisa ada bug player gabisa loncat, slide, ma scope, bikin keadaan terbalik, sudah beberapa ronde masi saja bug nya ada, mohonnnn difix bug meresahkan ini menyusahkan player, selain itu tingkatkan rate hoki lucky draw bagi player lama, saya belum ada hoki satupun, disuatu sisi teman saya baru instal sudah dapat item legend langka",1,0,,2025-03-30 11:24:28,,,,negative,349,False,apa apa cod kok bug player gabisa loncat slide ma scope bikin ada balik beberapa ronde mas bug nya mohonnnn difix bug resah susah player itu tingkat rate hoki lucky draw player lama belum ada hoki satu suatu sisi teman baru instal dapat item legend langka,netral,False
3d1ec83b-fbac-4939-b504-f987b73df72b,Indy Chevalerie,https://play-lh.googleusercontent.com/a-/ALV-UjV7PZuMK3378D7GU1Bx_lm_N7u4L1fzqKZ3V4qoCUVDNJ2XT8AB,Nice match making :),1,0,1.6.50,2025-03-30 11:20:58,,,1.6.50,negative,20,False,nice match making,netral,False
440b9142-3785-4886-a555-1ff8f4a3bdf7,Risman Pamungkas,https://play-lh.googleusercontent.com/a-/ALV-UjVA8-bcZOG028SZlFNQpW-feczH63vp-3vW_phaqA0RrRdIVEXq,"Tolong untuk developer, animasi berlari sambil membawa senjata dibuat seperti black ops saja. Karena untuk animasi yg sekarang, berlari terasa lambat.",4,34,1.6.50,2025-03-30 10:38:41,,,1.6.50,positive,150,False,developer animasi lari bawa senjata buat black ops karena untuk animasi yg sekarang lari asa lambat,negatif,False
631f5c0b-9403-4cff-8c24-4efbde9c6205,Dokutah,https://play-lh.googleusercontent.com/a-/ALV-UjV4d8wIAydX_zqUBTOEyWX09ZHTrgrfjNPR_lZrLhzodkoPQHsx,"Kacau cuk, sering relog, terus tiap login pasti ada aja download yg jalan. Padahal auto download mati, tapi tetep aja nyedot kuota entah buat download atau apalah itu. Matchmaking mending gausah dibahas, udh muak. Dulu udh cukup bagus tapi sekarang kenapa jadi begini? Mana size bengkak lagi hadehh",1,0,,2025-03-30 10:19:20,,,,negative,298,False,kacau cuk sering relog terus tiap login ada aja download yg jalan padahal auto download mati tetep aja nyedot kuota entah buat download apa matchmaking mending gausah bahas udh muak dulu udh cukup bagus sekarang jadi begini mana size bengkak hadehh,positif,False
0b5cabc1-1d07-4213-9806-1590fa93fde3,Adis Ramdhani,https://play-lh.googleusercontent.com/a/ACg8ocIb1xkDTj_HxULFW9hFPWMd1pzz3E9O-8Rm0lZRO0HkURxsRaI=mo,Tolong untuk pihak codm mohon diperbaiki jaringan di setiap match. Jaringan di setiap match yang saya mainkan selalu buruk dan itu mengganggu performa bermain secara drastis sementara sebelum update Jaringan saat saya bermain itu baik baik saja. Tolong ditindak lanjuti.,1,0,1.6.50,2025-03-30 10:03:04,,,1.6.50,negative,270,False,untuk pihak codm mohon baik jaring tiap match jaring tiap match saya main selalu buruk ganggu performa main drastis belum update jaring saya main itu baik baik tolong tindak lanjut,netral,False
b1f28197-9d54-4af4-850b-575d72773cc5,Dodii Terdzolimi,https://play-lh.googleusercontent.com/a-/ALV-UjXPLwQDnpou-NouSWf7izKe2px0B8LoatjWFn92k_N4NRw4ZlvE,"main di battle royale tiap pake grafik low dengan fps extreme/ultra selalu stuttering ntah kenapa,padahal anti aliasing dah di off in,giliran dipakein grafik medium/high,shadow on,anti aliasing on,dengan fps yg sama,malah lancar GK ada kendala cuman boros doang,beberapa match batre dah ilang setengah,padahal main game lain kek pubgm lancar²aee tuh mau di set low fps extreme juga,niat hati turunin grafik biar makin lama push rank nya,ehh malah stuttering,dah dicoba di fps low pun sama btw..",1,2,,2025-03-30 09:08:09,,,,negative,494,False,main battle royale tiap pake grafik low fps extremeultra selalu stuttering ntah kenapapadahal anti aliasing dah off ingiliran dipakein grafik mediumhighshadow onanti aliasing ondengan fps yg samamalah lancar gk kendala cuman boros doangbeberapa match batre dah ilang setengahpadahal main game kek pubgm lancar aee tuh mau set low fps extreme juganiat hati turunin grafik biar makin lama push rank nyaehh malah stutteringdah coba fps low sama btw,positif,False
d1b325f0-e9e2-4b5b-8491-188921bc29ec,Subagja Fikri,https://play-lh.googleusercontent.com/a/ACg8ocIe_HC8UPyYU1zhpo6s93EXN5C4li3YynqB4C0wtnMWQUnPFg=mo,keren🩷,5,0,1.6.42,2025-03-30 08:59:02,,,1.6.42,positive,6,False,keren,positif,True
daa5086b-be85-4731-bdf7-fbe1c8e84eb4,victoria manopo,https://play-lh.googleusercontent.com/a/ACg8ocJ6FwqMxvqKV9XfSDU00yK0V3LmsT6-ezm_TR2JwcR6is17MQ=mo,mantap,5,0,1.6.50,2025-03-30 07:25:02,,,1.6.50,positive,6,False,mantap,positif,True
